id,article_id,media_id,media_name,title,link,original_id,is_origin,article_published_at,created_at,latest_scraped_at,sentiment,sentiment_label
430,0000372619,374,SBS Biz,애경 얼마나 어렵길래...제주항공 주식 담보로 또 대출 [기업 백브리핑...,/item/news_read.naver?article_id=0000372619&office_id=374&code=006840&page=3&sm=,,0,2024-02-29 12:01:00.000000,2024-05-16 17:28:14.447974,,[[0.55289173 0.44463223 0.00247611]],Negative
264,0000383621,374,SBS Biz,"'흑맥주 짜장라면' 맛은 어떨까…CU, 기네스와 손잡았다",/item/news_read.naver?article_id=0000383621&office_id=374&code=282330&page=1&sm=,,0,2024-05-15 09:18:00.000000,2024-05-16 17:28:08.028433,2024-05-17 02:52:09.573284,[[6.235777e-04 9.984744e-01 9.020107e-04]],Neutral
471,0000375602,374,SBS Biz,"'BGF 2세' 홍정국 부회장, BGF리테일 사내이사로",/item/news_read.naver?article_id=0000375602&office_id=374&code=027410&page=2&sm=,,0,2024-03-21 11:03:00.000000,2024-05-16 17:28:16.594771,2024-05-17 02:54:51.268869,[[0.00121105 0.9973495  0.00143939]],Neutral
211,0000365184,374,SBS Biz,[어제장 오늘장] 새해부터 ‘8만전자’ 눈앞에…반도체 패권 ‘3C’에 ...,/item/news_read.naver?article_id=0000365184&office_id=374&code=060310&page=2&sm=,,0,2024-01-03 08:34:00.000000,2024-05-16 17:28:05.429167,,[[6.2528205e-05 9.9986804e-01 6.9336806e-05]],Neutral
24,0000381520,374,SBS Biz,[어제장 오늘장] '반도체만 빠진 파티'…국내증시 상승세 이어갈까,/item/news_read.naver?article_id=0000381520&office_id=374&code=211270&page=1&sm=,,0,2024-04-30 08:30:00.000000,2024-05-16 17:27:59.848649,,[[2.0811328e-04 9.9821967e-01 1.5721559e-03]],Neutral
294,0000377312,374,SBS Biz,[김대호 박사의 오늘 기업·사람] MS·아마존·구글·GS·코오롱·롯데·...,/item/news_read.naver?article_id=0000377312&office_id=374&code=027410&page=1&sm=,,0,2024-04-02 07:57:00.000000,2024-05-16 17:28:09.100331,,[[3.8716309e-05 9.9991477e-01 4.6436002e-05]],Neutral
145,0000376874,374,SBS Biz,[어제장 오늘장] 환율 연중 최고치 경신…'위성 사업'도 주목?,/item/news_read.naver?article_id=0000376874&office_id=374&code=211270&page=2&sm=,,0,2024-03-29 08:32:00.000000,2024-05-16 17:28:03.559766,,[[4.6408144e-04 9.9814093e-01 1.3950041e-03]],Neutral
357,0000356681,374,SBS Biz,"""I am 기대예요""…11월에 눈여겨볼 종목은? [이재모의 기업탐방]",/item/news_read.naver?article_id=0000356681&office_id=374&code=211270&page=3&sm=,,0,2023-10-31 09:28:00.000000,2024-05-16 17:28:11.247584,,[[3.6398011e-05 9.9992120e-01 4.2441035e-05]],Neutral
77,0000377557,374,SBS Biz,"[강재헌의 투자전략] 삼성, 깜짝 실적 예고…메모리 봄바람 타고 '10...",/item/news_read.naver?article_id=0000377557&office_id=374&code=211270&page=1&sm=,,0,2024-04-03 10:10:00.000000,2024-05-16 17:27:59.891676,,[[3.8156548e-04 2.7857270e-04 9.9933988e-01]],Positive
268,0000359573,374,SBS Biz,[이재모의 기업탐방] “내릴 만큼 내렸다”…제약·바이오주 주목할 때?,/item/news_read.naver?article_id=0000359573&office_id=374&code=126600&page=2&sm=,,0,2023-11-21 09:28:00.000000,2024-05-16 17:28:08.037562,,[[4.8397746e-05 9.9991679e-01 3.4803186e-05]],Neutral
87,0000377488,374,SBS Biz,"[이재모의 기업탐방] 반도체 다음 떠오르는 '이 종목'…""장기적 상승 ...",/item/news_read.naver?article_id=0000377488&office_id=374&code=211270&page=1&sm=,,0,2024-04-02 20:49:00.000000,2024-05-16 17:28:00.917043,,[[3.8084778e-05 9.9990416e-01 5.7701043e-05]],Neutral
96,0000365184,374,SBS Biz,[어제장 오늘장] 새해부터 ‘8만전자’ 눈앞에…반도체 패권 ‘3C’에 ...,/item/news_read.naver?article_id=0000365184&office_id=374&code=060310&page=1&sm=,,0,2024-01-03 08:34:00.000000,2024-05-16 17:28:01.458756,,[[6.2528205e-05 9.9986804e-01 6.9336806e-05]],Neutral
143,0000383748,374,SBS Biz,"CU, 구독 서비스 전면 개편…""하루 최대 5개 할인""",/item/news_read.naver?article_id=0000383748&office_id=374&code=282330&page=1&sm=,,0,2024-05-16 10:17:00.000000,2024-05-16 17:28:03.558621,2024-05-17 02:49:59.713973,[[3.4231638e-05 9.9991119e-01 5.4624485e-05]],Neutral
494,0000382619,374,SBS Biz,"[이 시각 시황] 치킨값도 못 벌었다… HD현대마린, 코스피 입성 첫날...",/item/news_read.naver?article_id=0000382619&office_id=374&code=138930&page=3&sm=,,0,2024-05-08 09:38:00.000000,2024-05-16 17:28:17.159280,,[[4.3146120e-04 9.9949038e-01 7.8194986e-05]],Neutral
493,0000351671,374,SBS Biz,[이재모의 기업탐방] 삼성전자·인텔 사로잡은 기업…반도체 소재주 담아볼...,/item/news_read.naver?article_id=0000351671&office_id=374&code=211270&page=4&sm=,,0,2023-09-19 09:45:00.000000,2024-05-16 17:28:17.157416,,[[3.8388698e-05 9.9991429e-01 4.7319889e-05]],Neutral
376,0000352849,374,SBS Biz,"[이슈체크] 국제유가 상승 악재가 호재로?…""중동, LNG 기업 주목해...",/item/news_read.naver?article_id=0000352849&office_id=374&code=211270&page=3&sm=,,0,2023-09-27 15:57:00.000000,2024-05-16 17:28:11.790749,,[[8.7738306e-05 9.9983811e-01 7.4163181e-05]],Neutral
229,0002015890,052,YTN,"큐텐, 'AK몰' 5억 원에 인수...""백화점 상품까지 강화""",/item/news_read.naver?article_id=0002015890&office_id=052&code=006840&page=2&sm=,,0,2024-03-27 18:55:00.000000,2024-05-16 17:28:05.448109,2024-05-17 02:51:32.122750,[[0.0039086  0.98071253 0.01537882]],Neutral
403,0003280262,032,경향신문,채권시장 살아나나···기업들 올들어 회사채 10조원 순발행,/item/news_read.naver?article_id=0003280262&office_id=032&code=095570&page=3&sm=,,1,2024-02-21 17:24:00.000000,2024-05-16 17:28:14.409934,2024-05-17 02:54:38.854295,[[4.8563325e-05 9.9984741e-01 1.0405922e-04]],Neutral
563,0001695039,005,국민일보,"BGF리테일, 몽골 친환경 게르 설치 3년간 50만 달러 지원",/item/news_read.naver?article_id=0001695039&office_id=005&code=282330&page=2&sm=,,0,2024-05-10 04:23:00.000000,2024-05-16 17:28:19.331973,2024-05-17 02:54:55.243489,[[8.8003449e-05 2.8295128e-03 9.9708241e-01]],Positive
580,0001676111,005,국민일보,KT&G 사장 후보에 방경만,/item/news_read.naver?article_id=0001676111&office_id=005&code=006840&page=4&sm=,,0,2024-02-23 04:04:00.000000,2024-05-16 17:28:20.883495,2024-05-17 02:54:56.012986,[[8.9229950e-05 9.9981815e-01 9.2606162e-05]],Neutral
410,0001677862,005,국민일보,매출 1.6조 아시아나 화물사업 인수전… LCC “몸집 키울 기회”,/item/news_read.naver?article_id=0001677862&office_id=005&code=006840&page=3&sm=,,1,2024-03-01 04:04:00.000000,2024-05-16 17:28:14.427641,2024-05-17 02:54:48.899290,[[0.00797879 0.00857159 0.98344964]],Positive
591,0001694163,005,국민일보,부산 지산학 협력 창업가 양성…‘유패키지’ 규모 확대,/item/news_read.naver?article_id=0001694163&office_id=005&code=138930&page=4&sm=,,0,2024-05-07 14:25:00.000000,2024-05-16 17:28:21.405221,2024-05-17 02:54:56.184726,[[4.0141338e-05 9.9984574e-01 1.1403708e-04]],Neutral
395,0001683855,005,국민일보,"BGF리테일, 상반기 공개채용 실시",/item/news_read.naver?article_id=0001683855&office_id=005&code=027410&page=2&sm=,,1,2024-03-26 15:56:00.000000,2024-05-16 17:28:13.373194,2024-05-17 02:54:30.341378,[[1.6265351e-04 9.9948138e-01 3.5603886e-04]],Neutral
262,0001680542,005,국민일보,높은 금리에 안전까지… 회사채에 몰리는 개미들,/item/news_read.naver?article_id=0001680542&office_id=005&code=095570&page=2&sm=,,0,2024-03-13 04:07:00.000000,2024-05-16 17:28:08.025513,2024-05-17 02:52:07.429044,[[6.5082085e-04 9.9899751e-01 3.5163920e-04]],Neutral
222,0001696027,005,국민일보,"부산시, 블록체인 기반 ‘시민플랫폼’ 시범 서비스 개시",/item/news_read.naver?article_id=0001696027&office_id=005&code=138930&page=1&sm=,,1,2024-05-14 18:09:00.000000,2024-05-16 17:28:05.441555,2024-05-17 02:51:24.658906,[[8.50681681e-04 8.89250278e-01 1.09899074e-01]],Neutral
269,0001680271,005,국민일보,“복잡 위험한 ELS보다 훨씬 낫네” 개미는 ‘회사채’ 줍줍 중,/item/news_read.naver?article_id=0001680271&office_id=005&code=095570&page=2&sm=,,0,2024-03-12 06:02:00.000000,2024-05-16 17:28:08.038369,2024-05-17 02:52:14.907400,[[4.4927365e-05 9.9984002e-01 1.1498542e-04]],Neutral
585,0000073103,658,국제신문,부산 지산학 협력해 창업인재 육성… 'U창업패지키' 추진,/item/news_read.naver?article_id=0000073103&office_id=658&code=138930&page=4&sm=,,1,2024-05-07 16:32:00.000000,2024-05-16 17:28:21.397419,2024-05-17 02:54:56.070904,[[3.2433669e-05 9.9985957e-01 1.0797262e-04]],Neutral
388,0000069712,658,국제신문,"오치훈 대한제강 사장, 바이바이 플라스틱챌린지",/item/news_read.naver?article_id=0000069712&office_id=658&code=027410&page=2&sm=,,0,2024-03-27 03:03:00.000000,2024-05-16 17:28:12.840020,2024-05-17 02:54:22.832770,[[5.1270472e-05 9.9988317e-01 6.5527922e-05]],Neutral
468,0000069312,658,국제신문,23일은 ‘국제 강아지의 날’…행사장으로 봄나들이 가볼까,/item/news_read.naver?article_id=0000069312&office_id=658&code=001460&page=3&sm=,,0,2024-03-22 03:03:00.000000,2024-05-16 17:28:16.585795,2024-05-17 02:54:51.038124,[[3.8124745e-05 9.9992311e-01 3.8707181e-05]],Neutral
614,0000073011,658,국제신문,"녹색·상생·바른금융… BNK, 3대 ESG 전략 수립",/item/news_read.naver?article_id=0000073011&office_id=658&code=138930&page=4&sm=,,0,2024-05-06 16:38:00.000000,2024-05-16 17:28:21.941295,2024-05-17 02:54:57.421638,[[2.8099228e-05 9.9986780e-01 1.0403198e-04]],Neutral
565,0003867170,079,노컷뉴스,"안정 택한 KT&G, '또 내부 출신 사장' 반발 해소는 과제",/item/news_read.naver?article_id=0003867170&office_id=079&code=006840&page=4&sm=,,0,2024-02-24 05:03:00.000000,2024-05-16 17:28:19.336292,2024-05-17 02:54:55.350619,[[0.00315278 0.99535584 0.00149138]],Neutral
474,0003876273,079,노컷뉴스,"""어려워도 배당을""…주총 시즌, 키워드는 '주주 환원'",/item/news_read.naver?article_id=0003876273&office_id=079&code=001460&page=3&sm=,,0,2024-03-21 06:02:00.000000,2024-05-16 17:28:16.606034,2024-05-17 02:54:51.344485,[[0.00240249 0.180391   0.81720656]],Positive
429,0007534601,421,뉴스1,"CU, 가맹점 역량 강화 프로그램 온오프라인 동시 진행",/item/news_read.naver?article_id=0007534601&office_id=421&code=282330&page=1&sm=,,0,2024-05-12 10:42:00.000000,2024-05-16 17:28:14.447339,2024-05-17 02:54:49.566239,[[4.2793352e-05 9.9989510e-01 6.2058782e-05]],Neutral
287,0007456677,421,뉴스1,"[단독]CU, '라면 라이브러리' 인기에 '맥주·스낵' 특화 매장 낸다",/item/news_read.naver?article_id=0007456677&office_id=421&code=027410&page=1&sm=,,0,2024-04-03 16:37:00.000000,2024-05-16 17:28:08.571863,2024-05-17 02:52:34.125181,[[5.8296642e-05 9.9987471e-01 6.6977809e-05]],Neutral
617,0007366344,421,뉴스1,"KT&G 사장 후보 선정 'D-1'…지배구조로 불 번져도 ""전문성 충...",/item/news_read.naver?article_id=0007366344&office_id=421&code=006840&page=4&sm=,,0,2024-02-22 05:55:00.000000,2024-05-16 17:28:21.951728,2024-05-17 02:54:57.518221,[[0.00119342 0.99472225 0.00408432]],Neutral
625,0007368953,421,뉴스1,"KT&G, 차기 사장 최종 후보 '내부인사' 방경만 현 수석부사장(상...",/item/news_read.naver?article_id=0007368953&office_id=421&code=006840&page=4&sm=,4690000786910,0,2024-02-22 18:00:00.000000,2024-05-16 17:28:22.480088,2024-05-17 02:54:57.705267,[[4.3963126e-05 9.9987745e-01 7.8561476e-05]],Neutral
465,0007426361,421,뉴스1,"[주총] BGF리테일, 홍정국 부회장 체제로…글로벌 경쟁력 강화",/item/news_read.naver?article_id=0007426361&office_id=421&code=027410&page=2&sm=,0140005160081,0,2024-03-21 11:08:00.000000,2024-05-16 17:28:16.065629,2024-05-17 02:54:50.954099,[[6.8185698e-05 9.9980396e-01 1.2793357e-04]],Neutral
75,0007392115,421,뉴스1,"""초전도체주, 발표날이 초상날""…대표·임원들은 수십억 '돈방석'[핫종목...",/item/news_read.naver?article_id=0007392115&office_id=421&code=054620&page=1&sm=,,0,2024-03-05 16:45:00.000000,2024-05-16 17:27:59.890569,2024-05-17 02:48:46.569518,[[1.2936438e-03 9.9813300e-01 5.7343842e-04]],Neutral
101,0007540179,421,뉴스1,"이번엔 냉장고 파자마…BYC, 반려견용 '촌캉스룩' 선보인다",/item/news_read.naver?article_id=0007540179&office_id=421&code=001460&page=1&sm=,,0,2024-05-14 18:41:00.000000,2024-05-16 17:28:01.976088,2024-05-17 02:49:14.493306,[[6.991413e-05 9.998629e-01 6.706241e-05]],Neutral
83,0007444044,421,뉴스1,[단독]리차드 텅 바이낸스 CEO 비공개 방한…금융당국과 '고팍스' 담...,/item/news_read.naver?article_id=0007444044&office_id=421&code=139050&page=1&sm=,,0,2024-03-28 18:22:00.000000,2024-05-16 17:27:59.895469,2024-05-17 02:48:55.111010,[[5.625581e-05 9.998802e-01 6.355697e-05]],Neutral
263,0007468303,421,뉴스1,"홍정국 BGF 부회장, '바이바이 플라스틱 챌린지' 동참",/item/news_read.naver?article_id=0007468303&office_id=421&code=027410&page=1&sm=,,0,2024-04-09 08:26:00.000000,2024-05-16 17:28:08.027393,2024-05-17 02:52:08.500905,[[4.645346e-05 9.999044e-01 4.916351e-05]],Neutral
577,0007426939,421,뉴스1,"[주총] 홍정국 BGF그룹 부회장 ""유통 부문 성장·인구 변화 선제 ...",/item/news_read.naver?article_id=0007426939&office_id=421&code=027410&page=3&sm=,,0,2024-03-21 13:37:00.000000,2024-05-16 17:28:20.374587,2024-05-17 02:54:55.805842,[[4.1848638e-05 9.9985898e-01 9.9138175e-05]],Neutral
462,0007257816,421,뉴스1,'금감원 경고장'에 난감한 전북은행…설상가상 고팍스 '실명계좌' 리스크...,/item/news_read.naver?article_id=0007257816&office_id=421&code=139050&page=4&sm=,,0,2023-12-28 07:31:00.000000,2024-05-16 17:28:16.061212,2024-05-17 02:54:50.815573,[[8.8762492e-02 9.1090548e-01 3.3192674e-04]],Neutral
250,0007540622,421,뉴스1,"흑맥주 맛 짜장면 나왔다…CU, 기네스와 손잡고 라면 출시",/item/news_read.naver?article_id=0007540622&office_id=421&code=282330&page=1&sm=,,0,2024-05-15 10:04:00.000000,2024-05-16 17:28:07.504924,2024-05-17 02:51:54.598022,[[3.0962772e-05 1.0090776e-04 9.9986815e-01]],Positive
453,0007428941,421,뉴스1,"""4개월 만에 5만 개 팔렸다""…'홍정국 호' CU, 특화 매장 드라이...",/item/news_read.naver?article_id=0007428941&office_id=421&code=027410&page=2&sm=,,0,2024-03-22 06:42:00.000000,2024-05-16 17:28:15.523949,2024-05-17 02:54:50.288400,[[6.9917005e-04 8.0642970e-03 9.9123657e-01]],Positive
66,0007398232,421,뉴스1,초전도체 테마주 다시 '꿈틀'…신성델타테크 3% 상승[핫종목],/item/news_read.naver?article_id=0007398232&office_id=421&code=054620&page=1&sm=,,0,2024-03-08 09:57:00.000000,2024-05-16 17:27:59.883013,2024-05-17 02:48:36.953673,[[4.3006738e-05 9.6583717e-05 9.9986041e-01]],Positive
382,0007159366,421,뉴스1,"BGF그룹, 조직개편 단행…리테일 대표 직속 'BI팀' 신설",/item/news_read.naver?article_id=0007159366&office_id=421&code=126600&page=2&sm=,,0,2023-11-07 14:27:00.000000,2024-05-16 17:28:12.312945,2024-05-17 02:54:16.300362,[[1.4221050e-03 9.9793243e-01 6.4554455e-04]],Neutral
1,0007502685,421,뉴스1,바이낸스도 크립토닷컴도 '진입금지'…해외 거래소는 못 오는 한국,/item/news_read.naver?article_id=0007502685&office_id=421&code=139050&page=1&sm=,,0,2024-04-25 07:00:00.000000,2024-05-16 17:27:59.819292,2024-05-17 02:47:32.692034,[[0.7229653  0.26965725 0.00737751]],Negative
299,0007483294,421,뉴스1,"BYC, 이른 더위에 여름 제품 판매 증가",/item/news_read.naver?article_id=0007483294&office_id=421&code=001460&page=2&sm=,,0,2024-04-16 08:43:00.000000,2024-05-16 17:28:09.616928,2024-05-17 02:52:47.094259,[[0.00311976 0.48390505 0.51297516]],Positive
604,0007368966,421,뉴스1,"""이변 없었다""…KT&G, 차기 사장 최종 후보 방경만 현 수석부사장...",/item/news_read.naver?article_id=0007368966&office_id=421&code=006840&page=4&sm=,,0,2024-02-22 18:10:00.000000,2024-05-16 17:28:21.417119,2024-05-17 02:54:56.852560,[[4.4612087e-05 9.9989307e-01 6.2390442e-05]],Neutral
339,0007538282,421,뉴스1,"CU, 가맹점주와 도시숲 가꾸기 봉사활동…""ESG 경영 실천""",/item/news_read.naver?article_id=0007538282&office_id=421&code=282330&page=1&sm=,,0,2024-05-14 08:33:00.000000,2024-05-16 17:28:11.220337,2024-05-17 02:53:30.074086,[[1.1127976e-04 1.0230554e-04 9.9978644e-01]],Positive
602,0007409307,421,뉴스1,"홍석조 BGF회장, 작년 보수 32억…지주 10억·리테일 22억 수령",/item/news_read.naver?article_id=0007409307&office_id=421&code=027410&page=3&sm=,0180005691619,0,2024-03-13 18:08:00.000000,2024-05-16 17:28:21.415066,2024-05-17 02:54:56.704047,[[8.3143670e-05 9.9980062e-01 1.1624132e-04]],Neutral
587,0007426384,421,뉴스1,"유통가 '연봉 1위'는 177억 신동빈…이재현, CJ 실적 부진에 2위...",/item/news_read.naver?article_id=0007426384&office_id=421&code=027410&page=3&sm=,,0,2024-03-21 11:10:00.000000,2024-05-16 17:28:21.399102,2024-05-17 02:54:56.243347,[[9.9370319e-01 5.9835166e-03 3.1335704e-04]],Negative
509,0007413208,421,뉴스1,"BYC, 20~30대 겨냥한 '올데이롱' 라인 론칭",/item/news_read.naver?article_id=0007413208&office_id=421&code=001460&page=3&sm=,,0,2024-03-15 09:54:00.000000,2024-05-16 17:28:17.181916,2024-05-17 02:54:52.922548,[[3.5623885e-05 1.9283306e-04 9.9977154e-01]],Positive
23,0007506952,421,뉴스1,"한재현 성균관대 교수 ""새로 열린 HBM 반도체 시장 연 15~20%...",/item/news_read.naver?article_id=0007506952&office_id=421&code=265520&page=1&sm=,5840000026888,0,2024-04-26 17:04:00.000000,2024-05-16 17:27:59.848073,2024-05-17 02:47:50.893928,[[5.183281e-05 9.998958e-01 5.231901e-05]],Neutral
510,0007215547,421,뉴스1,'신고 불수리' 요건 개정 추진에…업계는 '고사 위기'[특금법 규제의 ...,/item/news_read.naver?article_id=0007215547&office_id=421&code=139050&page=4&sm=,,0,2023-12-05 06:32:00.000000,2024-05-16 17:28:17.182773,2024-05-17 02:54:53.185773,[[9.9263155e-01 7.1758190e-03 1.9270116e-04]],Negative
408,0007363655,421,뉴스1,"회사채 시장에 뭉칫돈…""2천억 모집에 1.8조 몰렸다""",/item/news_read.naver?article_id=0007363655&office_id=421&code=095570&page=3&sm=,0320003280262,0,2024-02-21 06:45:00.000000,2024-05-16 17:28:14.423793,2024-05-17 02:54:44.196344,[[2.0174375e-04 9.9973232e-01 6.5949709e-05]],Neutral
597,0007523516,421,뉴스1,"부산시, 창업인재 양성플랫폼 '부산 U 창업패키지' 본격 추진",/item/news_read.naver?article_id=0007523516&office_id=421&code=138930&page=4&sm=,,0,2024-05-07 08:07:00.000000,2024-05-16 17:28:21.411103,2024-05-17 02:54:56.415745,[[8.3162537e-05 9.9819034e-01 1.7264854e-03]],Neutral
340,0007159362,421,뉴스1,[인사] BGF그룹,/item/news_read.naver?article_id=0007159362&office_id=421&code=126600&page=2&sm=,,0,2023-11-07 14:23:00.000000,2024-05-16 17:28:11.227282,2024-05-17 02:53:31.163932,[[7.1102986e-05 9.9981207e-01 1.1675416e-04]],Neutral
544,0007531569,421,뉴스1,매출차 고작 '145억'…편의점 투톱 GS25·CU 경쟁 더 치열해진...,/item/news_read.naver?article_id=0007531569&office_id=421&code=282330&page=2&sm=,0160002306985,0,2024-05-10 06:12:00.000000,2024-05-16 17:28:18.798139,2024-05-17 02:54:54.526540,[[0.05133268 0.16725497 0.7814123 ]],Positive
331,0007333228,421,뉴스1,'벼랑 끝' 고팍스 살리기 나선 바이낸스…지분 매각 '고육지책' 통할까,/item/news_read.naver?article_id=0007333228&office_id=421&code=139050&page=3&sm=,,0,2024-02-04 09:15:00.000000,2024-05-16 17:28:10.182107,2024-05-17 02:53:21.262341,[[3.2928278e-04 9.9957865e-01 9.2121329e-05]],Neutral
365,0007280490,421,뉴스1,"오케이비트 원화마켓 전환 무산…당국, 해외거래소 관계에 ""이해상충 우려...",/item/news_read.naver?article_id=0007280490&office_id=421&code=139050&page=3&sm=,,0,2024-01-09 18:30:00.000000,2024-05-16 17:28:11.766720,2024-05-17 02:53:57.941737,[[9.9970585e-01 2.3762230e-04 5.6493394e-05]],Negative
611,0007401821,421,뉴스1,"주총 앞두고 유통 오너가 이사회 줄입성…""승계·책임경영 속도""",/item/news_read.naver?article_id=0007401821&office_id=421&code=027410&page=3&sm=,,0,2024-03-11 06:40:00.000000,2024-05-16 17:28:21.422544,2024-05-17 02:54:57.390736,[[4.0811577e-05 9.9987960e-01 7.9654725e-05]],Neutral
492,0007534429,421,뉴스1,"""가불·테이블오더 OK""…요즘 뜨는 알바 복지, 스타트업이 해결",/item/news_read.naver?article_id=0007534429&office_id=421&code=282330&page=2&sm=,,0,2024-05-12 08:01:00.000000,2024-05-16 17:28:17.147203,2024-05-17 02:54:51.996833,[[7.9108955e-05 9.9981171e-01 1.0919795e-04]],Neutral
368,0007448822,421,뉴스1,"비비안·비너스 ""예전 같지 않네""…희비 갈린 이너웨어업계",/item/news_read.naver?article_id=0007448822&office_id=421&code=001460&page=2&sm=,,0,2024-04-01 07:21:00.000000,2024-05-16 17:28:11.778266,2024-05-17 02:54:01.161418,[[3.7870338e-04 9.9953592e-01 8.5437612e-05]],Neutral
141,0007486108,421,뉴스1,"라면 이어 스낵 라이브러리…CU, 홍정국 표 특화 매장 '승부수'",/item/news_read.naver?article_id=0007486108&office_id=421&code=027410&page=1&sm=,,0,2024-04-17 08:04:00.000000,2024-05-16 17:28:03.557355,2024-05-17 02:49:57.563089,[[9.1854285e-04 9.6911263e-01 2.9968787e-02]],Neutral
162,0012528846,003,뉴시스,"[패션·뷰티 HOT신상]""이제 여름이다"" 휴가철 아이템부터 일상복까지 ...",/item/news_read.naver?article_id=0012528846&office_id=003&code=001460&page=1&sm=,,0,2024-05-04 17:00:00.000000,2024-05-16 17:28:04.075281,2024-05-17 02:50:20.188589,[[4.3270516e-05 9.9991930e-01 3.7442689e-05]],Neutral
513,0012538445,003,뉴시스,민승배 BGF리테일 대표이사,/item/news_read.naver?article_id=0012538445&office_id=003&code=282330&page=2&sm=,0030012539457,0,2024-05-10 09:45:00.000000,2024-05-16 17:28:17.185242,2024-05-17 02:54:53.452744,[[3.4048883e-04 9.9907362e-01 5.8582390e-04]],Neutral
138,0012443717,003,뉴시스,"CJ올리브네트웍스, '전략 협력사' 운영…보증보험 면제·사업 기회 발...",/item/news_read.naver?article_id=0012443717&office_id=003&code=095570&page=1&sm=,,0,2024-03-22 08:47:00.000000,2024-05-16 17:28:03.553070,2024-05-17 02:49:54.371511,[[0.00124463 0.994743   0.00401231]],Neutral
165,0012434892,003,뉴시스,"KB證 ""AP위성, 3년간 최대 실적 기대""",/item/news_read.naver?article_id=0012434892&office_id=003&code=211270&page=2&sm=,,0,2024-03-19 08:28:00.000000,2024-05-16 17:28:04.078603,2024-05-17 02:50:23.444873,[[4.4059903e-05 1.1202215e-04 9.9984384e-01]],Positive
519,0011996054,003,뉴시스,"디스플레이 업계, 인력난 해소 위해 대·중·소기업 뭉친다",/item/news_read.naver?article_id=0011996054&office_id=003&code=265520&page=4&sm=,,0,2023-07-26 11:04:00.000000,2024-05-16 17:28:17.191481,2024-05-17 02:54:53.509731,[[0.9552254  0.03781323 0.00696134]],Negative
